Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1010,"persoonlijke diensten, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1011,huishoudelijke diensten,"Domestic services are the study of various domestic services, such as housekeeping, cleaning, laundering, sewing etc.
Programmes and qualifications with the following main content are classified here:
Caretaking, housekeeping and home service workers
Chimney sweeping
Cleaning
Cooking (home)
Domestic science
Dry-cleaning
Funeral services and mortuary science
Home economics
Laundry
Needlework (home)
Sewing (home)
Window cleaning

=== Inclusions
Cleaning is included here even if directed towards cleaning schools, hospitals, factories etc.

=== Exclusions
Study of building maintenance is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1012,haar- en schoonheidsverzorging,"Hair and beauty services are the study of caring for the hair and the body for beautification.
Programmes and qualifications with the following main content are classified here:
Barbering
Beauty therapy
Cosmetology (make up)
Fitness and weight control
Hairdressing
Manicure
Pedicure",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1013,"hotel, restaurant en catering","Hotel, restaurants and catering is the study of providing food, beverages, accommodation and related services at hotels, restaurants etc.
Programmes and qualifications with the following main content are classified here:
Catering
Cooking (restaurant and hotel-type)
Fast food preparation
Food serving
Hospitality services
Hotel and restaurant studies
Hotel receptionist training
Hotel services
Waiting and bar service

=== Exclusions
Study of food processing (industrial) is excluded from this detailed field and included in detailed field 0721 'Food processing'.
Receptionist training (general) is excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1014,sport,"Sports is the study of techniques and skills in a chosen sport.
Programmes and qualifications with the following main content are classified here:
Sport trainer studies
Techniques and skills in a chosen sport
Training of umpires/referees and other sports officials

=== Inclusions
Jockeying is included here. Chess playing is included here.

=== Exclusions
Training of school teachers in physical education (sports teachers) is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
Fitness services are excluded from this detailed field and included in detailed field 1012 'Hair and beauty services'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1015,"reizen, toerisme en vrijetijdsbesteding","Travel and tourism is the study of marketing and advertising tourist destinations and events. It includes the study of ticketing and reservation practices. Leisure is the study of recreational and leisure activities for individuals and groups.
Programmes and qualifications with the following main content are classified here:
Abseiling (rope climbing)
Adventure based activities
Ground crew training (airport)
Guiding, tour leading
Recreation and leisure
Tourist trades programmes
Travel agency services
Travel and tourism
Travel services

=== Inclusions
Basic training in how to treat tourists is included here.

=== Exclusions
Study of recreation and leisure activities for school children is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,http://data.europa.eu/esco/isced-f/1019,"persoonlijke diensten, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,http://data.europa.eu/esco/isced-f/1020,"hygiëne en gezondheid op het werk, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,http://data.europa.eu/esco/isced-f/1021,openbare reinigingsdiensten en sanitaire voorzieningen,"Community sanitation is the study of community services dealing with items that affect public health such as hygienic standards in food, water supply, disposal of sewage and garbage and street cleaning.
Programmes and qualifications with the following main content are classified here:
Hygiene, community
Hygienic standards
Refuse collection
Refuse/sewage disposal
Street cleaning
Water supply (service)
Waste management",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,http://data.europa.eu/esco/isced-f/1022,gezondheid en veiligheid op het werk,"Occupational health and safety is the study of recognising, evaluating and controlling environmental factors associated with the workplace.
Programmes and qualifications with the following main content are classified here:
Ergonomics (occupational health and safety)
Health and safety in the workplace
Industrial welfare
Labour protection
Labour security
Labour welfare (safety)
Occupational health and industrial hygiene
Occupational safety
Stress management
Work environment

=== Exclusions
Study of vocational rehabilitation and occupational therapy is excluded from this detailed field and included in detailed field 0915 'Therapy and rehabilitation'.
Study of labour law is excluded from this detailed field and included in 0421 'Law'.
Study of ergonomics is excluded from this detailed field if emphasis is given to technical aspects and is included in the appropriate detailed field under 071 'Engineering and engineering trades'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,http://data.europa.eu/esco/isced-f/1029,"hygiëne en gezondheid op het werk, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,http://data.europa.eu/esco/isced-f/1030,"beveiligingsdiensten, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,http://data.europa.eu/esco/isced-f/1031,leger en defensie,"Military and defence is the study of services to the community connected with war and defence, designed to provide training in the principles and practice of military science.
Programmes and qualifications with the following main content are classified here:
Air force training
Army training
Defence studies
Military science
Navy training
War theory

=== Exclusions
Military personnel participating in non-military programmes should be classified according to the subject content of the training programme.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,http://data.europa.eu/esco/isced-f/1032,bescherming van personen en eigendom,"Protection of persons and property is the study of services to the community concerning protection of property and persons. It comprises training in police work, public security, fire protection and fire-fighting.
Programmes and qualifications with the following main content are classified here:
Civil security
Customs programmes
Fire-protection (fire-fighting)
Fire technology
Life guarding
Police work
Policing studies
Prison work
Public security
Security and loss prevention services
Security guarding

=== Exclusions
Study of law is excluded from this detailed field and included in 0421 'Law'.
Study of criminology is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,http://data.europa.eu/esco/isced-f/1039,"beveiligingsdiensten, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/104,vervoersdiensten,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/104,vervoersdiensten,http://data.europa.eu/esco/isced-f/1041,vervoersdiensten,"Transport is the study of operating, navigating and directing ships, train, aircraft and other forms of transportation.
Programmes and qualifications with the following main content are classified here:
Aircraft operation
Air traffic control
Air traffic safety
Cabin crew training
Communication (air, railway, road etc.) programmes
Crane and truck driving
Driving programmes
Flying and navigation
Navigation technologies
Postal service
Railway operations
Road motor vehicle operations
Ship operation
Shipping
Transport studies

=== Exclusions
Programmes in telephone network services are excluded from this detailed field and included in detailed field 0714 'Electronics and automation'. Programmes in switchboard operating are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/108,interdisciplinaire programma's en kwalificaties met betrekking tot diensten,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/108,interdisciplinaire programma's en kwalificaties met betrekking tot diensten,http://data.europa.eu/esco/isced-f/1088,interdisciplinaire programma's en kwalificaties met betrekking tot diensten,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to services are classified here.,,K,,,
