Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.9,omgaan met dieren,http://data.europa.eu/esco/skill/S6.9.5,voeden en verzorgen van dieren,Feeding and grooming domestic and captive animals of all types including aquatic.,"Examples:
- Feed livestock
- Groom animals 
- Implement fin fish feeding regimes
- Feed broodstock 
- Feed pets",S,S6,S6.9,S6.9.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.9,omgaan met dieren,http://data.europa.eu/esco/skill/S6.9.6,trainen van dieren,"Training animals to facilitate their routine husbandry, for professional purposes or as companion animals, for treatment, and/or public demonstrations.","Examples:
- Train horses
- Train gun dogs",S,S6,S6.9,S6.9.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.9,omgaan met dieren,http://data.europa.eu/esco/skill/S6.9.7,verschaffen van therapie en diergeneeskundige behandeling voor dieren,Diagnosing and treating health conditions in animals and providing veterinary services such as artificial insemination and implanting microchips.,"Examples:
- Perform surgical procedures on animals
- Perform artificial insemination 
- Manage care of veterinary patients in accommodation
- Trim bovine hooves",S,S6,S6.9,S6.9.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.11,schoonmaken,,,"Cleaning buildings, work areas, equipment, machinery and vehicles.","Excludes:
- Cleaning, laundering and maintaining textiles
- Cleaning live animals",S,S6,S6.11
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.11,schoonmaken,http://data.europa.eu/esco/skill/S6.11.0,schoonmaken,"Cleaning buildings, work areas, equipment, machinery and vehicles.","Excludes:
- Cleaning, laundering and maintaining textiles
- Cleaning live animals",S,S6,S6.11,S6.11.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.11,schoonmaken,http://data.europa.eu/esco/skill/S6.11.1,"reinigen van gereedschap, apparatuur, werkstukken en voertuigen","Performing cleaning routines after tools, equipment, machinery and vehicles have been used and cleaning workpieces during or after fabrication.","Examples:
- Clean ventilation system 
- Clean concrete pumps
- Sterilise fermentation tanks
- Clean chimneys
- Wash vehicles",S,S6,S6.11,S6.11.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.11,schoonmaken,http://data.europa.eu/esco/skill/S6.11.2,reinigen van de binnen- en buitenkant van gebouwen,Cleaning interior spaces and furnishings and the exterior of buildings and similar structures.,"Excludes:
- Specialised cleaning of equipment in buildings, such as sweeping chimneys

Examples:
- Clean rooms 
- Clean train interiors
- Maintain work area cleanliness",S,S6,S6.11,S6.11.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.11,schoonmaken,http://data.europa.eu/esco/skill/S6.11.3,schoonmaken van plaatsen in open lucht,Cleaning outdoor public spaces such as streets or parks.,"Examples:
- Clean camping facilities
- Perform street cleaning manually",S,S6,S6.11,S6.11.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.12,wassen en onderhouden van textiel en kleding,,,"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.","Excludes:
- Repairing or adjusting clothes

Examples:
- Iron textiles 
- Eliminate stains 
- Clean household linens",S,S6,S6.12
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.12,wassen en onderhouden van textiel en kleding,http://data.europa.eu/esco/skill/S6.12.0,wassen en onderhouden van textiel en kleding,"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.","Excludes:
- Repairing or adjusting clothes

Examples:
- Iron textiles 
- Eliminate stains 
- Clean household linens",S,S6,S6.12,S6.12.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.13,verwerken en verwijderen van afval en gevaarlijke stoffen,,,"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.",,S,S6,S6.13
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.13,verwerken en verwijderen van afval en gevaarlijke stoffen,http://data.europa.eu/esco/skill/S6.13.0,verwerken en verwijderen van afval en gevaarlijke stoffen,"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.",,S,S6,S6.13,S6.13.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.13,verwerken en verwijderen van afval en gevaarlijke stoffen,http://data.europa.eu/esco/skill/S6.13.1,verwerken en verwijderen van gevaarlijke stoffen,"Handling, collecting, storing and disposing of materials that pose substantial threats to public or personal health or the environment.","Hazardous waste is defined in accordance with the latest EU guidance on the classification of waste: https://europa.eu/!kr89QF

Examples:
- Dispose of medical waste 
- Handle chemical cleaning agents",S,S6,S6.13,S6.13.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.13,verwerken en verwijderen van afval en gevaarlijke stoffen,http://data.europa.eu/esco/skill/S6.13.2,verwijderen van niet-gevaarlijke afval en puin,Collecting and disposing of unwanted non-hazardous materials according to established waste management procedures.,"Examples:
- Handle fish harvesting waste 
- Collect domestic waste",S,S6,S6.13,S6.13.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,,,,,"Building, repairing, installing and finishing interior and exterior structures.",,S,S7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.0,bouwen,,,"Building, repairing, installing and finishing interior and exterior structures.",,S,S7,S7.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.0,bouwen,http://data.europa.eu/esco/skill/S7.0.0,bouwen,"Building, repairing, installing and finishing interior and exterior structures.",,S,S7,S7.0,S7.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,,,"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.",,S,S7,S7.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.0,bouwen en repareren van constructies,"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.",,S,S7,S7.1,S7.1.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.1,aanbrengen van metselwerkmaterialen voor de bouw,"Forming structures using masonry materials such as bricks, stone, blocks, and mortar.","Excludes:
- Pouring concrete
- Installing roofing

Examples:
- Lay bricks
- Place gypsum blocks",S,S7,S7.1,S7.1.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.2,monteren van metalen bouwelementen,"Installing and assembling metal parts such as steel girders, frames and reinforcing rods.","Excludes:
- Installing metal roofing

Examples:
- Reinforce concrete",S,S7,S7.1,S7.1.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.3,monteren van houten bouwelementen,"Installing, assembling and repairing structural timber such as beams and trusses.","Examples:
- Assemble truss constructions",S,S7,S7.1,S7.1.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.4,aanbrengen van betonelementen,"Setting concrete forms and pouring concrete for construction of footings, pilings, pillars and walls for buildings, bridges and other structures.","Examples:
- Pour concrete
- Place concrete forms
- Settle concrete",S,S7,S7.1,S7.1.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.5,aanbrengen van dakbedekking,"Constructing, installing and maintaining roofs and gutters.","Examples:
- Install metal roofing
- Install gutters
- Attach roofing cover",S,S7,S7.1,S7.1.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.6,verbinden van onderdelen met behulp van las- en soldeertechnieken,"Joining together pieces of metal by applying heat using soldering, welding or brazing techniques.","Examples:
- Apply arc welding techniques
- Operate brazing equipment
- Weld underwater
- Solder components onto electronic board",S,S7,S7.1,S7.1.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.7,monteren en assembleren van bouwelementen,"Installing, assembling or constructing building fixtures such as drywall, doors, windows and staircases.","Examples:
- Install handrail
- Place drywall
- Install drop ceilings",S,S7,S7.1,S7.1.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.1,bouwen en repareren van constructies,http://data.europa.eu/esco/skill/S7.1.8,monteren en assembleren van takelapparatuur,"Installing and assembling rigging equipment such as cables, ropes, pulleys and winches to safely secure high structures or lift heavy weights.","Examples:
- Install crane equipment
- Assemble circus rigging equipment
- Hang chain hoists",S,S7,S7.1,S7.1.8
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.2,installeren van binnen- of buiteninfrastructuur,,,"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.","Excludes:
- Installing electrical, electronic and telecommunications equipment and wiring",S,S7,S7.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.2,installeren van binnen- of buiteninfrastructuur,http://data.europa.eu/esco/skill/S7.2.0,installeren van binnen- of buiteninfrastructuur,"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.","Excludes:
- Installing electrical, electronic and telecommunications equipment and wiring",S,S7,S7.2,S7.2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.2,installeren van binnen- of buiteninfrastructuur,http://data.europa.eu/esco/skill/S7.2.1,"installeren van verwarmings-, ventilatie- en airconditioningsapparatuur","Installing and repairing heating, ventilation and air conditioning equipment.","Examples:
- Install heat pump
- Repair ventilation equipment
- Install heating, ventilation, air conditioning and refrigeration ducts",S,S7,S7.2,S7.2.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.2,installeren van binnen- of buiteninfrastructuur,http://data.europa.eu/esco/skill/S7.2.2,installeren van apparatuur en systemen voor loodgieterswerk en leidingen,Installing plumbing or piping equipment or systems.,"Examples:
- Install fire sprinklers
- Install metal gas piping
- Repair plumbing systems",S,S7,S7.2,S7.2.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.2,installeren van binnen- of buiteninfrastructuur,http://data.europa.eu/esco/skill/S7.2.3,aanbrengen van isolatiemateriaal,Installing materials to insulate a structure from thermic or acoustic influences and to prevent fire.,"Examples:
- Apply spray foam insulation
- Install insulation blocks",S,S7,S7.2,S7.2.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,,,Applying interior and exterior finishes to buildings and other structures.,,S,S7,S7.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,http://data.europa.eu/esco/skill/S7.3.0,afwerken van binnen- of buitenconstructies,Applying interior and exterior finishes to buildings and other structures.,,S,S7,S7.3,S7.3.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,http://data.europa.eu/esco/skill/S7.3.1,aanbrengen van materiaal om gaten in oppervlakken op te vullen,"Applying various types of material to fill or seal gaps in the surfaces of walls, floors, furnishings vehicles or other items.","Examples:
- Fill nail holes in wood planks
- Install insulation blocks
- Grout terrazzo",S,S7,S7.3,S7.3.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,http://data.europa.eu/esco/skill/S7.3.2,aanbrengen van gestructureerde coatings en metselcoatings,Applying plaster or similar materials to a surface.,"Examples:
- Plaster surfaces
- Craft ornamental plastering
- Pour terrazzo",S,S7,S7.3,S7.3.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,http://data.europa.eu/esco/skill/S7.3.3,aanbrengen van beschermende en decoratieve oplossingen of coatings,"Applying paint, lacquer, wallpaper or other coatings to surfaces or objects using brushes, rollers, paint spray guns or similar equipment.","Examples:
- Paint surfaces 
- Hang wallpaper",S,S7,S7.3,S7.3.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S7,bouwen,http://data.europa.eu/esco/skill/S7.3,afwerken van binnen- of buitenconstructies,http://data.europa.eu/esco/skill/S7.3.4,plaatsen van vloer- en muurbekleding,"Installing various types of floor and wall coverings, including tiling, carpets, linoleum and parquet.","Examples:
- Lay marquetry
- Lay resilient flooring tiles",S,S7,S7.3,S7.3.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,,,,,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.","Excludes:
- Interacting with computers",S,S8
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.0,werken met machines en gespecialiseerde apparatuur,,,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.","Excludes:
- Interacting with computers",S,S8,S8.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.0,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.0.0,werken met machines en gespecialiseerde apparatuur,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.","Excludes:
- Interacting with computers",S,S8,S8.0,S8.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.1,bedienen van mobiele installaties,,,"Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",,S,S8,S8.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.1,bedienen van mobiele installaties,http://data.europa.eu/esco/skill/S8.1.0,bedienen van mobiele installaties,"Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",,S,S8,S8.1,S8.1.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.1,bedienen van mobiele installaties,http://data.europa.eu/esco/skill/S8.1.1,bedienen van grondverzetmachines,"Operating equipment for moving, excavating, smoothing or shaping earth","Excludes:
- Operating mining, drilling, tunnelling and boring machinery

Examples:
- Drive steel piles
- Operate bulldozer
- Operate front loader
- Operate grader",S,S8,S8.1,S8.1.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.1,bedienen van mobiele installaties,http://data.europa.eu/esco/skill/S8.1.2,bedienen van land- of bosbouwmachines,"Operating mobile equipment specifically designed for agricultural or forestry purposes, such as cultivating land or harvesting crops and trees.","Examples:
- Operate agricultural machinery
- Operate tractor
- Operate forestry machinery",S,S8,S8.1,S8.1.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.1,bedienen van mobiele installaties,http://data.europa.eu/esco/skill/S8.1.3,bedienen van hef- en transportapparatuur,"Operating equipment for lifting and moving objects, such as cranes, hoists, cable cars and lifting trucks.","Excludes:
- Operating earthmoving equipment

Examples:
- Operate cranes
- Drive forklift
- Operate chair-lift
- Operate bottom supported cable-propelled vehicles",S,S8,S8.1,S8.1.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.2,besturen van voertuigen,,,"Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.","Includes driving vehicles on and off road capabilities whose purpose is the transportation of goods or people

Examples:
- Drive at high speed",S,S8,S8.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.2,besturen van voertuigen,http://data.europa.eu/esco/skill/S8.2.0,besturen van voertuigen,"Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.","Includes driving vehicles on and off road capabilities whose purpose is the transportation of goods or people

Examples:
- Drive at high speed",S,S8,S8.2,S8.2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.2,besturen van voertuigen,http://data.europa.eu/esco/skill/S8.2.1,besturen van zware voertuigen,"Driving heavy vehicles, such as heavy trucks and buses, for the transportation of goods or people by road.","Heavy vehicles are those with a total weight above 3,500 kg. (vehicle + load)

Examples:
- Drive ambulance under emergency conditions
- Manoeuvre bus
- Operate dump truck
- Drive funicular",S,S8,S8.2,S8.2.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.2,besturen van voertuigen,http://data.europa.eu/esco/skill/S8.2.2,besturen van lichte voertuigen,"Controlling the movement of light vehicles such as motorcycles cars, taxis, vans and light trucks.","Light vehicles are those with a total weight not exceeding 3,500 kg. (vehicle + load)

Examples:
- Drive two-wheeled vehicles
- Drive automatic car",S,S8,S8.2,S8.2.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.2,besturen van voertuigen,http://data.europa.eu/esco/skill/S8.2.3,bedienen van spoorwegvoertuigen,Controlling the movement of rail vehicles such as trains and trams.,"Excludes:
- Operating cable propelled vehicles such as funiculars

Examples:
- Drive trams
- Operate railway vehicles
- Shunt rolling stock in marshalling yards",S,S8,S8.2,S8.2.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.3,bedienen van watervaartuigen,,,"Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.","Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels",S,S8,S8.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.3,bedienen van watervaartuigen,http://data.europa.eu/esco/skill/S8.3.0,bedienen van watervaartuigen,"Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.","Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels",S,S8,S8.3,S8.3.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,,,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,"Excludes:
- Operating centralized process control equipment",S,S8,S8.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.0,bedienen van machines voor het winnen en verwerken van grondstoffen,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,"Excludes:
- Operating centralized process control equipment",S,S8,S8.4,S8.4.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.1,"bedienen van mijnbouw-, boor- en delfstofmachines","Operating machinery for the extraction and processing of rocks and minerals, or for drilling and boring wells and tunnels.","Excludes:
- Operating mobile earthmoving and transportation equipment
- Operating hand-held and bench drills

Examples:
- Drive tunnel boring machine
- Operate continuous miner
- Operate core drilling equipment
- Tend stone splitting machine",S,S8,S8.4,S8.4.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.2,bedienen van machines voor het verwerken en afwerken van metaal,Operating and tending machinery for the processing and fabrication and finishing of metals and metal stock.,"Excludes:
- Operating furnaces and smelters

Examples:
- Tend anodising machine
- Tend hot rolling mill
- Tend thread rolling machine",S,S8,S8.4,S8.4.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.3,bedienen van pompsystemen en -apparatuur,Operating machinery and equipment for pumping liquids.,"Examples:
- Operate hydraulic pumps
- Operate latex transfer pump",S,S8,S8.4,S8.4.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.4,bedienen van apparatuur voor energieproductie en -distributie,"Operating turbines, generators, boilers or power plants to generate rotary motion, electricity and heat. Operating energy transmission systems.","Examples:
- Operate gas turbines
- Operate ship propulsion system",S,S8,S8.4,S8.4.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.5,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water","Operating machinery for producing, refining or purifying petroleum, chemicals, gases or water.","Examples:
- Operate distillation equipment
- Operate biogas plant
- Operate hatchery recirculation system",S,S8,S8.4,S8.4.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.6,bedienen van houtbewerkings- en papiermachines,"Operating machinery for processing wood and timber, and for production of wood pulp and paper.","Examples:
- Operate wood chipper
- Operate pulper
- Make paper slurry",S,S8,S8.4,S8.4.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.4,bedienen van machines voor het winnen en verwerken van grondstoffen,http://data.europa.eu/esco/skill/S8.4.7,"bedienen van ovens, hoogovens en droogapparatuur","Operating, monitoring and adjusting the controls of equipment for heating or drying materials and products at high temperatures, such as kilns or furnaces.","Excludes:
- Operation of ovens for cooking food and machines for drying textiles and garments

Examples:
- Control gas-fired furnace for malt roasting
- Operate smelter
- Operate waste incinerator
- Prepare kiln firebox",S,S8,S8.4,S8.4.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.5,bedienen van machines voor de vervaardiging van producten,,,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,,S,S8,S8.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.5,bedienen van machines voor de vervaardiging van producten,http://data.europa.eu/esco/skill/S8.5.0,bedienen van machines voor de vervaardiging van producten,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,,S,S8,S8.5,S8.5.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S8,werken met machines en gespecialiseerde apparatuur,http://data.europa.eu/esco/skill/S8.5,bedienen van machines voor de vervaardiging van producten,http://data.europa.eu/esco/skill/S8.5.1,bedienen van verf- en coatingmachines,Operating machinery to apply paints or coatings to the surface of products or materials.,"Excludes:
- Operating handheld tools such as handheld spray guns

Examples:
- Galvanise metal workpiece
- Tend coating machine
- Tend dip tank",S,S8,S8.5,S8.5.1
